"","state","county","fips","trump16","trump16_pct","clinton16","clinton16_pct","otherpres16","otherpres16_pct","romney12","romney12_pct","obama12","obama12_pct","otherpres12","otherpres12_pct","senaterace16","houserace16","govrace16","total_population","cvap","voterturnout16_pct","voterturnout12_pct","voterturnout_pct_diff","white_pct","nonwhite_pct","black_pct","hispanic_pct","foreignborn_pct","female_pct","age29andunder_pct","age65andolder_pct","median_hh_inc","clf_unemploy_pct","lesshs_pct","lesscollege_pct","rural_pct","RepWon16","RepWon12","Repmargin12","Repmargin16"
"42","Alabama","Limestone",1083,29067,72.13729091,9468,23.49729488,1759,4.365414206,25295,71.33590908,9829,27.71933783,335,0.944753095,"Race","Race","No Race",90257,67250,59.91672862,52.72713755,7.189591078,77.43665311,22.56334689,12.67491718,5.689309416,4.329858072,49.98061092,37.58157262,13.91027843,51115,7.943644363,16.84344574,76.73931266,57.60914208,1,1,43.61657125,48.63999603
"43","Alabama","Lowndes",1085,1751,26.19688809,4883,73.05505685,50,0.748055057,1756,23.34795905,5747,76.41271108,18,0.239329876,"Race","Race","No Race",10565,8100,82.51851852,92.85185185,-10.33333333,24.40132513,75.59867487,74.64268812,0.473260767,0.302886891,52.24798864,38.53289162,17.34027449,27914,12.26600985,25.19190509,87.71807397,100,0,0,-53.06475203,-46.85816876
"44","Alabama","Macon",1087,1431,15.65645514,7566,82.77899344,143,1.564551422,1331,12.80546469,9045,87.02135848,18,0.173176833,"Race","Race","No Race",19684,16035,57.00031182,64.82070471,-7.820392891,15.42369437,84.57630563,81.53322495,1.646006909,1.127819549,53.91180654,42.58280837,16.74964438,32390,15.03692101,19.53439665,79.95811181,55.54726832,0,0,-74.21589379,-67.1225383
"45","Alabama","Madison",1089,89520,54.78949011,62822,38.44934482,11047,6.761165072,90884,58.61252813,62015,39.99445372,2160,1.393018141,"Race","Race","No Race",349973,261510,62.4790639,59.29371726,3.185346641,65.43104754,34.56895246,23.98299297,4.675217803,5.560714684,51.11480028,39.39989656,13.66791152,60150,7.333547231,9.185168298,59.32807309,16.44151477,1,1,18.61807441,16.34014529
"46","Alabama","Marengo",1091,5233,47.59869019,5615,51.07331272,146,1.327997089,5336,46.25119182,6167,53.45410419,34,0.294703996,"Race","Race","No Race",20066,15310,71.80927498,75.35597649,-3.546701502,45.45001495,54.54998505,52.76088907,0.946875311,0.907006877,52.99013256,37.51619655,18.63849297,30713,14.07484138,16.14153081,85.21090723,69.31564179,0,0,-7.20291237,-3.47462253
"47","Alabama","Marion",1093,11274,86.82994455,1432,11.02895872,278,2.141096734,9697,80.10739364,2249,18.57909955,159,1.313506815,"Race","Race","No Race",30239,23725,54.72708114,51.02212856,3.704952582,92.04669467,7.953305334,3.247461887,2.400873045,1.617116968,50.53407851,34.31330401,20.09656404,34074,7.648168527,20.10864519,87.53366144,88.85495191,1,1,61.52829409,75.80098583
"48","Alabama","Marshall",1095,29233,82.77551252,4917,13.92286782,1166,3.301619662,25867,79.42946631,6299,19.3422588,400,1.228274888,"Race","Race","No Race",94534,65925,53.56996587,49.39855897,4.171406902,82.34180295,17.65819705,2.090253242,12.9159879,7.170964944,50.70873971,39.31918675,16.4046798,39831,7.173792069,21.39475428,83.43275574,53.26868704,1,1,60.08720751,68.8526447
"49","Alabama","Mobile",1097,95116,55.06405692,72186,41.78954133,5435,3.146401755,94893,54.26674444,78760,45.04071736,1211,0.692538201,"Race","Race","No Race",414291,308975,55.90646492,56.59487014,-0.688405211,57.85088259,42.14911741,35.20158536,2.64475936,3.105063832,52.13581758,40.70785993,14.54364203,44263,8.696854182,14.2226248,77.48760427,20.02024252,1,1,9.22602707999999,13.27451559
"50","Alabama","Monroe",1099,5795,56.42099114,4332,42.17700321,144,1.402005647,5741,53.61412028,4914,45.89092267,53,0.494957041,"Race","Race","No Race",21975,16820,61.06420927,63.66230678,-2.598097503,54.66666667,45.33333333,42.41638225,0.618885097,0.200227531,52.11831627,37.30147895,17.80659841,28182,21.83311194,17.96817297,87.60491506,79.0445639,1,1,7.72319761,14.24398793
"51","Alabama","Montgomery",1101,34003,35.46486159,58916,61.44892468,2959,3.08621373,38332,37.60841411,63085,61.89415643,507,0.497429457,"Race","Race","No Race",227392,168750,56.81659259,60.39940741,-3.582814815,35.94233746,64.05766254,56.68932944,3.311462145,4.358992401,52.61926541,41.61975795,13.25684281,45358,8.447767958,14.48704622,68.54043393,10.49123006,0,0,-24.28574232,-25.98406309
"52","Alabama","Morgan",1103,37486,74.01863992,11254,22.22178343,1904,3.759576653,35391,71.75354297,13439,27.24692334,493,0.999533686,"Race","Race","No Race",119555,88065,57.50752285,56.00749446,1.500028388,76.61912927,23.38087073,12.05302999,7.811467525,4.318514491,50.77663,37.47396596,15.75341893,46883,8.931430936,17.50880743,78.57081906,38.59737217,1,1,44.50661963,51.79685649
"53","Alabama","Perry",1105,1407,26.65782493,3824,72.45168624,47,0.890488822,1506,24.69257255,4568,74.89752418,25,0.409903263,"Race","Race","No Race",9856,7625,69.21967213,79.98688525,-10.76721311,29.62662338,70.37337662,68.58766234,0.953733766,0.375405844,52.6075487,41.51785714,18.86160714,24912,11.73010381,23.61555294,85.50749032,100,0,0,-50.20495163,-45.79386131
"54","Alabama","Pickens",1107,5456,57.17878851,3972,41.6264934,114,1.194718088,5124,53.31391114,4455,46.35313703,32,0.332951826,"Race","Race","No Race",20042,15585,61.22553738,61.66827077,-0.442733397,54.85480491,45.14519509,41.77227822,2.424907694,1.556730865,50.71849117,35.85470512,17.92236304,31679,12.32492997,18.90088043,88.88099972,100,1,1,6.96077411,15.55229511
"55","Alabama","Pike",1109,7693,58.42193196,5056,38.39611179,419,3.181956258,7963,56.4471539,6035,42.78018005,109,0.772666052,"Race","Race","No Race",33277,25630,51.37729224,55.04096762,-3.66367538,56.56158909,43.43841091,37.41623343,2.193707365,3.885566608,52.32442828,48.96174535,14.2831385,33193,9.734290392,20.04281782,76.01182587,51.67938235,1,1,13.66697385,20.02582017
"56","Alabama","Randolph",1111,7705,75.63561402,2291,22.48944733,191,1.874938647,7224,69.47489902,3078,29.60184651,96,0.923254472,"Race","Race","No Race",22615,17375,58.63021583,59.84460432,-1.214388489,75.43665709,24.56334291,19.18638072,2.922838824,1.596285651,51.2491709,35.76387354,19.39420738,37496,7.978723404,22.73863709,84.62080903,81.34246934,1,1,39.87305251,53.14616669
"57","Alabama","Russell",1113,9210,47.82924803,9579,49.74553386,467,2.425218114,8278,43.84766142,10500,55.61735261,101,0.534985963,"Race","Race","No Race",58636,43135,44.64124261,43.76724238,0.874000232,48.71580599,51.28419401,42.02026059,5.071969439,2.842963367,51.36264411,42.53359711,12.60317893,38400,9.425928076,17.43932794,82.98589504,35.4089939,0,0,-11.76969119,-1.91628583
"58","Alabama","St. Clair",1115,31651,82.42447917,5589,14.5546875,1160,3.020833333,29031,82.5964493,5801,16.50449528,316,0.899055423,"Race","Race","No Race",86576,65815,58.345362,53.40423916,4.941122844,86.30336352,13.69663648,9.354786546,2.265061911,1.755682868,49.75743855,36.95827943,15.24556459,54042,6.400975015,16.51680155,83.89616012,72.79676528,1,1,66.09195402,67.86979167
"59","Alabama","Shelby",1117,73020,72.1156695,22977,22.69243684,5257,5.191893654,71436,77.22226426,20051,21.67511648,1020,1.102619261,"Race","Race","No Race",205951,149210,67.860063,61.99785537,5.862207627,78.89595098,21.10404902,11.56343014,5.759136882,5.460522163,51.397177,38.59024719,12.97201762,72310,4.62105664,8.426307574,58.57700857,22.94487018,1,1,55.54714778,49.42323266
"60","Alabama","Sumter",1119,1581,24.66073935,4746,74.02901263,84,1.310248011,1586,22.57008681,5421,77.14529671,20,0.284616479,"Race","Race","No Race",13285,10390,61.70356112,67.63233879,-5.928777671,24.57659014,75.42340986,71.65976665,0.29356417,2.024840045,53.82009785,43.8765525,16.22882951,20428,15.29434774,20.0169123,81.87968108,100,0,0,-54.5752099,-49.36827328
"61","Alabama","Talladega",1121,20614,61.70563056,12121,36.28281498,672,2.011554465,19246,57.66937345,13905,41.66541815,222,0.665208402,"Race","Race","No Race",81057,62160,53.74356499,53.68886744,0.054697555,63.51949862,36.48050138,32.0502856,2.161441948,1.540890978,51.46378474,37.01099226,16.14666223,37923,12.04207886,20.18823782,86.90907792,55.81533825,1,1,16.0039553,25.42281558
"62","Alabama","Tallapoosa",1123,13594,69.7629067,5519,28.32289849,373,1.914194807,12396,65.83461681,6319,33.55993414,114,0.605449041,"Race","Race","No Race",40958,31945,60.99859133,58.94193144,2.056659884,69.07319693,30.92680307,27.02524537,2.41222716,1.457590703,52.6466136,35.06763026,19.51511304,39395,9.803453014,20.35973712,82.68419232,74.22625913,1,1,32.27468267,41.44000821
"63","Alabama","Tuscaloosa",1125,47723,57.70616687,31762,38.40628779,3215,3.887545345,45748,58.21096832,32048,40.77872503,794,1.010306655,"Race","Race","No Race",202471,155400,53.21750322,50.57271557,2.644787645,62.97889574,37.02110426,30.96147103,3.292323345,3.520010273,51.76000514,47.17169372,11.72217256,48022,6.989951044,11.85822744,70.63050627,25.50807578,1,1,17.43224329,19.29987908
"64","Alabama","Walker",1127,24266,82.33577633,4497,15.25855049,709,2.405673181,21651,75.91248554,6557,22.99007749,313,1.097436976,"Race","Race","No Race",65593,50325,58.5633383,56.67362146,1.889716841,89.56443523,10.43556477,5.657615904,2.260911988,1.428506091,51.29968137,36.11818334,18.12845883,37025,10.99016197,21.4450069,89.45719107,74.08799964,1,1,52.92240805,67.07722584
"65","Alabama","Washington",1129,6042,70.80745342,2374,27.82139927,117,1.37114731,5761,65.62998405,2976,33.90293917,41,0.467076783,"Race","Race","No Race",16909,12865,66.32724446,68.23163622,-1.904391761,65.0600272,34.9399728,24.77378911,1.295168254,1.029037791,50.38736767,37.5303093,16.71890709,40293,16.13670134,20.26206178,90.37660535,100,1,1,31.72704488,42.98605415
"66","Alabama","Wilcox",1131,1737,28.39163125,4339,70.92186989,42,0.686498856,1679,25.62967486,4868,74.30926576,4,0.06105938,"Race","Race","No Race",11119,8520,71.80751174,76.88967136,-5.082159624,27.43052433,72.56947567,71.94891627,0.557604101,0,51.77623887,39.17618491,17.75339509,24442,20.40106952,20.14514178,88.69775568,100,0,0,-48.6795909,-42.53023864
"67","Alabama","Winston",1133,9228,89.47929797,872,8.45534762,213,2.065354407,8312,85.56722257,1286,13.23862467,116,1.194152769,"Race","Race","No Race",24013,18770,54.94405967,51.75279702,3.191262653,94.27393495,5.726065048,0.408112273,2.915087661,1.307625036,50.80164911,33.37358931,20.02248782,33896,8.734293595,23.99560032,86.91096446,84.89217448,1,1,72.3285979,81.02395035
"68","California","Alameda",6001,95922,14.66100944,514842,78.69001293,43502,6.648977633,108182,18.16225182,469684,78.85340523,17776,2.984342944,"Race","Race","No Race",1605217,1040380,62.88721429,57.2523501,5.634864184,32.63091532,67.36908468,11.01527083,22.5558289,31.69421954,50.9891809,38.5925392,12.44062329,79831,7.111588874,12.70058988,56.11216955,0.388605754,0,0,-60.69115341,-64.02900349
"69","California","Alpine",6003,217,36.04651163,334,55.48172757,51,8.471760797,236,36.14088821,389,59.5712098,28,4.287901991,"Race","Race","No Race",1184,895,67.26256983,72.96089385,-5.698324022,67.90540541,32.09459459,0.844594595,7.77027027,3.125,41.55405405,38.26013514,20.77702703,62375,11.75213675,8.860759494,70.25316456,100,0,0,-23.43032159,-19.43521594
"70","California","Amador",6005,10485,59.12371715,6004,33.85587008,1245,7.020412766,10281,58.25259221,6830,38.69907643,538,3.04833135,"Race","Race","No Race",36963,30240,58.64417989,58.36309524,0.281084656,79.63639315,20.36360685,2.326650975,13.04547791,6.097989882,46.32740849,26.58063469,24.73284095,57032,11.55595369,11.65727406,78.48744173,60.42372214,1,1,19.55351578,25.26784707
"71","California","Butte",6007,45144,47.23954627,41567,43.49650496,8853,9.263948767,44479,49.01159203,42669,47.01714563,3604,3.971262341,"Race","Race","No Race",223877,170635,56.00492279,53.18486829,2.820054502,73.43228648,26.56771352,1.464643532,15.41158761,7.81723893,50.45225727,41.83859887,17.03837375,44366,10.72367389,11.73863361,73.85435784,18.90181818,1,1,1.9944464,3.74304131
"72","California","Calaveras",6009,13511,58.39816736,7944,34.33609959,1681,7.265733057,12365,56.7566327,8670,39.79619939,751,3.447167906,"Race","Race","No Race",44787,35475,65.21775899,61.41226216,3.805496829,82.29396923,17.70603077,0.571594436,11.22647197,5.9235939,50.53028781,28.65340389,25.10773215,53502,9.594498717,9.594422946,79.78022627,75.40918864,1,1,16.96043331,24.06206777
"73","California","Colusa",6011,3551,53.54342581,2661,40.12364294,420,6.332931242,3601,59.67848856,2314,38.34935366,119,1.972157773,"Race","Race","No Race",21361,12230,54.22730989,49.33769419,4.889615699,36.89434015,63.10565985,0.9924629,57.82032676,24.97074107,48.05018492,43.93989045,13.01437199,54946,8.682216906,31.94444444,85.5734767,31.72417013,1,1,21.3291349,13.41978287
"74","California","Contra Costa",6013,115956,24.87392074,319287,68.49080281,30932,6.635276452,136517,31.15219088,290824,66.36393094,10885,2.483878182,"Race","Race","No Race",1107925,730755,63.79361072,59.96893624,3.824674481,45.56192883,54.43807117,8.467089379,25.06270731,24.39831216,51.19967507,38.13200352,14.20339824,82881,7.677479994,10.94078738,59.73036872,0.792736112,0,0,-35.21174006,-43.61688207
"75","California","Del Norte",6015,5134,53.71416614,3485,36.46160285,939,9.824231011,4614,52.61117446,3791,43.22690992,365,4.161915621,"Race","Race","No Race",27628,21065,45.37384287,41.63304059,3.740802279,63.07731287,36.92268713,2.287534385,19.27754452,5.657304184,45.09917475,36.51730129,15.28159838,42363,10.44866004,17.84572548,85.09332783,33.67354072,1,1,9.38426454,17.25256329
"76","California","El Dorado",6017,49247,52.61937579,36404,38.89690248,7940,8.483721725,50973,57.41883885,35166,39.61294974,2635,2.968211413,"Race","Race","No Race",183000,136940,68.34453045,64.8269315,3.517598948,78.72622951,21.27377049,0.861202186,12.49617486,9.37704918,50.08251366,33.53060109,17.87486339,72586,9.584657337,7.373752878,67.01688411,34.69993041,1,1,17.80588911,13.72247331
"77","California","Fresno",6019,124049,43.9393027,141341,50.06428898,16929,5.996408318,124490,48.09776414,129129,49.89008102,5208,2.012154837,"Race","Race","No Race",963160,566160,49.8655857,45.71622863,4.149357072,30.75968686,69.24031314,4.72465634,52.03039993,21.36363636,50.10932763,47.65521824,11.20530338,45963,11.91347353,26.22441016,80.26801995,10.80520178,0,0,-1.79231687999999,-6.12498628
"78","California","Glenn",6021,5788,61.11932418,3065,32.36536431,617,6.51531151,5632,61.14428401,3301,35.8375855,278,3.018130496,"Race","Race","No Race",27976,16830,56.26856803,54.72964944,1.538918598,53.06334001,46.93665999,0.697026022,40.23091221,19.01272519,49.18501573,42.22905347,14.55890764,41699,9.931361749,27.46009521,87.29207505,40.87191523,1,1,25.30669851,28.75395987
"79","California","Humboldt",6023,18373,31.0113763,33200,56.0375384,7673,12.95108531,18825,32.75622064,34457,59.95649904,4188,7.28728032,"Race","Race","No Race",135182,105070,56.38717046,54.69686875,1.690301704,75.38281724,24.61718276,1.01640751,10.74847243,5.323193916,50.10504357,39.44238138,15.35189596,42685,9.462888399,9.674048161,71.77430888,29.75865937,0,0,-27.2002784,-25.0261621
"80","California","Imperial",6025,12704,26.41658522,32667,67.92747084,2720,5.65594394,12777,33.1310774,25136,65.17827045,652,1.690652146,"Race","Race","No Race",178807,99250,48.45440806,38.85642317,9.597984887,11.93130023,88.06869977,2.346105018,82.70369728,31.84495014,48.9259369,46.98753405,11.9184372,42560,17.08839215,32.97300309,86.04277529,17.41783553,0,0,-32.04719305,-41.51088562
"81","California","Inyo",6027,4248,52.5352461,3155,39.0180559,683,8.446697997,4340,54.00696864,3422,42.58337481,274,3.409656546,"Race","Race","No Race",18326,13695,59.04344651,58.67834976,0.365096751,64.02379133,35.97620867,0.976754338,21.10116774,9.582014624,49.60711557,33.01866201,21.57044636,47278,6.262694651,11.53177662,75.5081992,46.43049714,1,1,11.42359383,13.5171902
"82","California","Kern",6029,129584,53.07274239,98689,40.41931005,15890,6.50794756,126618,57.17110967,89495,40.40917136,5359,2.419718971,"Race","Race","No Race",871337,504215,48.42438246,43.92411967,4.500262785,36.03462265,63.96537735,5.198677435,51.61573536,20.27309755,48.69046075,48.27179381,9.874709785,49788,11.94538704,26.40033616,84.33531738,10.20603098,1,1,16.76193831,12.65343234
"83","California","Kings",6031,18093,53.34807607,13617,40.15037594,2205,6.501547988,17671,56.24482781,12979,41.3107136,768,2.444458591,"Race","Race","No Race",150261,91830,36.93237504,34.21322008,2.71915496,33.63214673,66.36785327,5.934340913,53.14885433,18.38134978,44.62501913,47.59052582,9.071548838,47241,11.69025077,27.14897139,87.21126515,10.85160346,1,1,14.93411421,13.19770013
"84","California","Lake",6033,10599,43.2682887,11496,46.93011104,2401,9.801600261,9200,39.33136676,13163,56.27378051,1028,4.394852721,"Race","Race","No Race",64076,48020,51.0120783,48.71095377,2.301124531,72.25950434,27.74049566,2.074099507,18.8619764,8.995567763,50.08739622,33.4524627,20.47880642,36132,13.67659509,16.28661676,83.84319155,33.10600789,0,0,-16.94241375,-3.66182234
"85","California","Lassen",6035,7574,71.96883314,2224,21.13264918,726,6.898517674,7296,68.29542263,3053,28.57811476,334,3.126462604,"Race","Race","No Race",31945,25265,41.6544627,42.28379181,-0.629329111,66.05415558,33.94584442,8.790107998,18.40663641,6.025982157,33.66411019,38.56002504,12.2773517,51457,9.433206489,18.60373389,87.46165308,70.5258633,1,1,39.71730787,50.83618396
"86","California","Los Angeles",6037,769743,22.41333625,2464364,71.75722154,200201,5.829442205,885333,27.83132201,2216903,69.69054723,78831,2.478130766,"Race","Race","No Race",10057155,6123490,56.08416116,51.94859467,4.135566483,26.72512256,73.27487744,7.966288677,48.34019163,34.5456046,50.73541175,41.3405481,12.20227788,57952,8.90861381,22.28247016,69.23589547,0.605218358,0,0,-41.85922522,-49.34388529
"87","California","Madera",6039,23357,54.17749119,17029,39.49944331,2726,6.323065504,22852,57.3220288,16018,40.17960167,996,2.498369538,"Race","Race","No Race",153366,88435,48.74992933,45.07943687,3.670492452,35.78824511,64.21175489,3.050871771,56.24779938,21.49563789,51.72658868,44.89847815,12.85226191,45742,8.20754717,28.29613752,86.87008784,32.92480032,1,1,17.14242713,14.67804788
"88","California","Marin",6041,21771,15.63188845,108707,78.05317614,8795,6.314935415,30880,22.95637694,99896,74.26328467,3740,2.780338398,"Race","Race","No Race",259358,182750,76.20957592,73.60656635,2.603009576,71.85473361,28.14526639,2.255183954,15.78628768,18.37614417,51.13125487,31.05244488,19.46190208,100310,5.110381623,6.893425471,42.91866306,6.519973535,0,0,-51.30690773,-62.42128769
"89","California","Mariposa",6043,5185,58.40937254,3122,35.16953926,570,6.421088205,5140,57.11111111,3498,38.86666667,362,4.022222222,"Race","Race","No Race",17645,14060,63.13655761,64.0113798,-0.874822191,81.50184188,18.49815812,1.280816095,10.13884953,7.044488524,49.66846132,28.01360159,24.82856333,49265,9.815024538,10.53175775,77.3633678,100,1,1,18.24444444,23.23983328
"90","California","Mendocino",6045,10888,29.05248552,22079,58.91346693,4510,12.03404755,9658,27.58088928,23193,66.23354371,2166,6.18556701,"Race","Race","No Race",87409,61790,60.6522091,56.67098236,3.981226736,66.37531604,33.62468396,0.570879429,23.97350387,12.5902367,50.08065531,35.06046288,18.92482467,43510,10.9511481,13.4592929,75.92118067,45.23058708,0,0,-38.65265443,-29.86098141
"91","California","Merced",6047,28725,40.57833844,37317,52.71581743,4747,6.705844128,27581,44.44462349,33005,53.1849751,1471,2.370401405,"Race","Race","No Race",265001,145565,48.63050871,42.63181397,5.998694741,29.47875668,70.52124332,3.102252444,57.53751873,25.44820586,49.51641692,49.18094649,10.4663756,44397,15.73697404,31.39122643,86.33772272,14.27326002,0,0,-8.74035161,-12.13747899
"92","California","Modoc",6049,2696,71.17212249,877,23.15205913,215,5.675818374,2777,69.66884094,1111,27.87255394,98,2.458605118,"Race","Race","No Race",9033,6790,55.78792342,58.70397644,-2.916053019,77.64862172,22.35137828,0.907782575,14.77914314,6.254843352,48.66600244,30.58784457,23.1152441,41194,6.833773087,13.58671255,81.72976208,69.95663845,1,1,41.796287,48.02006336
"93","California","Mono",6051,2111,40.01137225,2773,52.55875663,392,7.429871114,2285,44.10345493,2733,52.75043428,163,3.146110789,"Race","Race","No Race",14051,9335,56.51847884,55.50080343,1.017675415,65.86008113,34.13991887,0.526652907,27.50693901,16.95253007,46.26005267,37.55604583,13.20902427,58937,8.005296738,16.00086142,69.35501238,45.83157302,0,0,-8.64697935,-12.54738438
"94","California","Monterey",6053,34895,26.1566023,89088,66.77860398,9425,7.064793716,37390,30.27089169,82920,67.131916,3208,2.597192312,"Race","Race","No Race",430201,229575,58.11085702,53.80289666,4.307960362,31.0612946,68.9387054,2.476284342,57.43454804,30.02154807,48.88831035,44.571491,11.98346819,60889,6.852345567,29.10061517,76.35085177,9.816001176,0,0,-36.86102431,-40.62200168
